Sample	Contig	Mean	Covered Bases	Length	Read Count
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_344644	0.64194006	1048	2253	9
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_344947	0.6423633	816	1741	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_345495	0.48810536	1467	4858	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_345565	1.7258698	2263	3973	44
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_345626	5.7716737	2416	2480	94
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_345812	0.37723717	2473	9481	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_345901	0.8355079	2348	4442	24
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_346569	1.6838584	4071	11958	141
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_349266	0.72553027	1332	4063	19
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_349781	0.2583749	740	2956	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_351141	0.35627654	1031	3448	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_351212	1.1273832	5866	9696	72
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_351409	0.2670623	450	1835	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_352590	0.38442895	1187	3451	9
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_353754	0.37706685	898	2932	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_353991	0.17492417	346	2128	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_354520	0.45212767	3740	15190	48
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_354644	0.6273552	713	3016	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_355568	3.731752	1577	1794	42
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_355975	0.0431131	150	1936	1
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_357645	0.9075681	2296	5105	30
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_357940	0.49106532	3674	10391	34
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_358290	2.8919308	1472	1538	28
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_358596	0.29013538	294	2218	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_359366	3.6092157	2790	2993	70
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_359865	0.5640423	1750	4405	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_360042	2.2173684	6030	7704	114
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_360082	1.5724446	4021	8446	88
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_360134	0.65106106	2863	6323	27
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_360539	2.11375	5217	9961	140
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_360846	11.790568	2898	3034	230
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_361558	0.35263386	3097	11635	27
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_361590	0.95915204	1229	2084	13
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_362576	1.2371894	2253	5302	43
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_362742	0.29747677	413	1656	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_363616	0.781766	1075	2936	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_370149	0.3090409	828	3059	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_370211	0.23091133	686	3398	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_371293	0.83234245	1494	2673	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_371689	0.43683237	2341	7171	21
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_372923	0.74789655	1629	3359	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_373960	17.269217	5533	5536	641
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_374185	2.3764	2510	2650	43
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_374515	0.5714286	1125	2775	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_374619	0.16640927	715	5330	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_375265	0.38932148	843	2847	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_375544	0.393056	867	3203	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_376262	0.38898855	2307	7397	19
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_377197	2.835349	2644	2713	49
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_379257	0.20987399	800	4991	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_381719	1.7042553	1495	2030	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_382839	0.42287824	1198	4215	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_383692	0.8631653	2110	4396	25
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_384169	0.44313148	844	2858	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_384303	0.3353829	458	1939	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_385565	0.4648397	1514	4018	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_385683	1.3310281	4725	8826	78
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_386332	0.5927227	1397	4135	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_388681	3.301189	1631	1664	35
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_389047	0.41350794	1146	3052	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_389549	0.49869904	2662	7068	23
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_390552	2.1325994	1980	2239	30
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_390769	30.995731	1860	2024	399
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_391382	0.9340055	643	2332	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_391445	0.6890511	1189	2205	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_392330	0.4587156	706	3093	9
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_393169	0.36063886	2022	5973	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_393749	0.37858316	1539	8069	20
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_395380	38.439613	1596	1599	383
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_396626	0.20788085	723	3373	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_397331	2.68937	3988	4261	74
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_398766	0.64746666	2750	5775	25
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_400785	4.4515305	1623	1718	47
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_400849	0.2195201	479	3234	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_401153	0.35745525	1443	5180	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_401544	3.6398559	1475	1816	41
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_401894	5.662338	1886	2075	75
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_402856	0.5061869	2461	7181	25
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_403736	0.16539396	910	5912	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_404474	0.408271	568	2423	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_405302	0.19338204	407	2477	3
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_406651	0.1494186	257	1870	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_408599	2.2636764	5698	6950	105
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_408604	0.10797034	298	2308	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_410660	2.4760258	1943	2173	34
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_410908	0.3043722	446	1934	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_411424	1.0245507	4074	8663	59
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_412205	0.6908898	1397	2971	13
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_412227	0.5777073	1812	4564	17
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_412580	0.42513627	1155	3269	9
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_413183	0.3191465	2405	8914	19
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_413263	1.4911872	735	3157	34
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_413537	0.8043235	3019	9078	50
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_413756	0.42482817	1455	4806	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_413801	0.47399583	4711	15013	47
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_414285	0.84517306	1556	3993	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_414324	0.51588094	3846	11201	39
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_414560	1.4562874	1730	2655	25
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_415444	0.3610057	1236	4366	11
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_416191	0.4807316	3151	10374	33
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_417575	0.9206305	3925	7319	44
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_418173	0.06724582	284	3258	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_419061	0.37656903	3575	12100	30
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_419523	0.41365045	828	3051	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_420586	1.1986463	1425	3105	25
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_421172	0.6475985	831	2003	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_422141	0.36572623	1006	3021	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_423898	0.97987926	1514	2138	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_423908	1.1966801	968	2138	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_424427	0.2269248	942	4592	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_425540	0.6948734	1197	3388	15
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_425819	0.81365895	1149	2361	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_426147	0.73523134	540	1555	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_426396	0.6508427	5007	10830	47
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_426453	1.0549893	4557	9079	63
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_426977	2.0254545	3396	4550	60
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_427209	0.64724916	1432	2931	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_427582	57.710274	3576	3605	1346
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_427699	0.34496394	2660	8748	20
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_427763	0.4213483	604	1930	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_429465	0.6529081	1440	2815	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_430584	0.6718383	1252	2277	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_430990	2.652529	4313	7129	127
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_432140	0.09538951	300	3295	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_432919	0.17821452	591	3152	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_432968	0.378915	2429	8611	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_433698	0.27919963	406	2299	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_434016	0.073529415	293	4230	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_434364	0.24883054	1443	6777	11
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_435100	0.12709966	300	1936	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_435279	0.43578798	974	2961	9
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_435465	0.3620214	1813	5948	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_435939	1.1121235	3454	5528	40
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_436688	1.0843712	1587	2639	18
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_438325	17.763159	3631	3646	419
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_438945	1.0960929	1617	2991	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_439178	0.3964062	1130	3823	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_439804	0.836989	3474	7855	43
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_441832	0.6963474	2383	6091	28
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_443164	0.5020996	773	1817	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_443513	0.4905969	1880	5042	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_443595	0.4269439	838	3661	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_444036	6.2893047	5418	5442	231
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_445340	0.56063086	3295	8710	32
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_445426	0.40377563	2497	9420	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_445555	0.7030008	1971	4049	19
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_446491	0.49833888	958	3762	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_446633	2.9333947	2229	2327	44
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_446653	0.32723445	1619	6326	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_446998	2.1790247	1308	1647	23
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_447145	0.91694653	6304	11167	69
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_447542	1.9350015	2188	3627	47
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_449105	3.6762414	1669	2204	51
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_449965	0.5275432	6277	16016	56
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_450393	1.041377	1573	3026	21
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_450883	5.5831394	2253	2297	84
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_451283	1.5118734	2552	4698	47
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_451389	1.2874801	1466	2658	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_452017	0.48646408	1178	3770	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_452554	0.94748944	1521	2759	17
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_454051	0.3785489	899	3320	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_454326	0.5998583	2899	7205	29
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_455008	0.7693042	3791	8529	43
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_457133	0.73133177	1582	4047	19
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_457498	0.26786247	819	3495	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_458045	0.61324614	1079	2596	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_460612	5.8947053	1592	1812	70
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_461573	0.44892257	1589	5162	15
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_461692	0.9188361	1685	3415	20
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_461928	0.31413612	571	2060	4
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_462547	1.8842316	1844	3156	39
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_463857	2.5844781	3771	5974	103
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_465158	4.197281	3087	3607	99
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_465173	13.836735	1510	1718	147
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_466294	0.24710935	748	3177	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_466740	2.8424656	2723	3362	62
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_467761	0.49587804	1491	6579	22
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_467989	0.4787234	581	2030	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_468335	5.7431083	2500	3560	131
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_468781	0.5225092	459	1505	5
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_468976	0.2451982	1006	5044	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_469759	5.49677	1547	1698	59
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_470305	0.67168677	1074	1810	8
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_471676	0.48779166	696	1993	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_471771	0.7614714	1195	2787	14
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_472165	0.1421801	300	2260	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_472332	0.4551505	2444	6761	21
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_472407	0.38406828	1050	3665	9
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_472993	0.7238534	2654	5361	26
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_473003	0.5683613	1356	4202	16
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_475863	0.4770798	1930	4862	15
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_476614	1.2240231	2050	3605	29
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_477077	5.2873025	2773	2938	100
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_477445	0.6107748	556	1802	7
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_477794	0.29023197	4165	19376	38
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_477910	0.06231824	261	4964	2
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_478534	2.2277806	3664	4268	62
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_479548	0.5892296	816	2694	10
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_479609	0.3168797	478	2419	6
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_480013	4.4627905	708	2300	65
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_481628	3.3082	2721	3333	72
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_482110	0.3332702	1291	5428	12
sak_2013_06_06_36m_metaG-vs-bins.sorted	sak_2011_5_24_40m_metaG_bin.1~k147_482187	0.77140445	4857	12005	61
